synsetId	ili	partOfSpeech	lexfile	members	definition	exampleCount
awn4-02902852-n	i51132	n			طقم أسنان مثبت بأسنان على جانبي الأسنان المفقودة	0
awn4-02902977-n	i51133	n			دعامة خشبية ترفع الأوتار	0
awn4-02902985-a	i16451	a			متعلق بفرع علم الحيوان الذي يدرس الأوالي (الكائنات الأولية)	0
awn4-02903091-n	i51134	n			دائرة تتكون من فرعين (أربعة أذرع مرتبة في شكل معين) يتم توصيل مقياس عبرهما	0
awn4-02903121-a	i16452	a			متعلق بالأوالي (البروتوزوا)	0
awn4-02903285-a	i16453	a			متعلق بالإيجار	2
awn4-02903294-n	i51135	n			دائرة تتكون من شبكة على شكل حرف T مع تحويلة إضافية تربط بين الدائرتين المتسلسلتين	0
awn4-02903416-a	i16454	a			متاح للاستئجار أو التأجير	1
awn4-02903443-n	i51136	n			غطاء رأس للحصان؛ يتضمن الرسن والشكيمة والأعنة لإعطاء الراكب أو السائق السيطرة	0
awn4-02903529-a	i16455	a			متعلق ببكتيريا الركتسيا أو ناتج عنها	0
awn4-02903641-a	i16456	a			متعلق بالطقوس أو الشعائر الاجتماعية أو مستخدم فيها	2
awn4-02903742-n	i51137	n			مسار مناسب لركوب أو قيادة الخيول (وليس للسيارات)	0
awn4-02903877-n	i51138	n			شكيمة تشبه الشكيمة المفصلية (snaffle)؛ تستخدم مع لجام منفصل	0
awn4-02903908-a	i16457	a			متعلق بالطقوس الدينية أو مميز لها	1
awn4-02903988-n	i51139	n			حقيبة بمقبض؛ لحمل الأوراق أو الملفات أو الكتب	0
awn4-02904071-a	i16458	a			متعلق بالجنين	1
awn4-02904140-n	i51140	n			قنبلة تتكون من متفجرات ومؤقت مخبأة داخل حقيبة مستندات	0
awn4-02904232-a	i16459	a			متعلق بالأطفال أو الشباب أو مميز لهم أو مناسب لهم	2
awn4-02904270-n	i51141	n			حاسوب محمول موجود في صندوق يشبه حقيبة المستندات	0
awn4-02904397-n	i51142	n			(تستخدم بصيغة الجمع) سراويل داخلية قصيرة وضيقة	0
awn4-02904447-a	i16460	a			متعلق بالأعشاب	1
awn4-02904563-n	i51143	n			مؤسسة عقابية (خاصة على متن سفينة)	0
awn4-02904590-a	i16461	a			متعلق بالدكتور أو درجة الدكتوراه	2
awn4-02904681-n	i51144	n			سفينة شراعية بصاريتين ومجهزة بأشرعة مربعة على كلا الصاريتين	0
awn4-02904785-n	i51145	n			معطف من الزرد يعود للقرون الوسطى يتكون من حلقات معدنية مخيطة على جلد أو قماش	0
awn4-02904889-a	i16462	a			متعلق بالرعاية الطبية للأطفال	1
awn4-02904924-n	i51146	n			سفينة شراعية بصاريتين ومجهزة بأشرعة مربعة على الصارية الأمامية وأشرعة طولية على الصارية الرئيسية	0
awn4-02905079-a	i16463	a			متعلق بحركة الأجسام المادية والقوى المرتبطة بها	1
awn4-02905097-n	i51147	n			دهن لجعل الشعر سهل التصفيف ولامعاً	0
awn4-02905205-n	i51148	n			اسم رمزي لصاروخ صغير محوسب موجه بالحرارة كان من المفترض أن يعترض ويدمر صواريخ العدو	0
awn4-02905246-a	i16464	a			متعلق بالغدة المدرة للحليب عند الأنثى	0
awn4-02905371-a	i16465	a			متعلق بالعصبونات (الخلايا العصبية)	1
awn4-02905383-n	i51149	n			نتوء دائري يبرز للخارج من تاج القبعة	0
awn4-02905554-n	i51150	n			الحافة العليا لوعاء أو حاوية أخرى	0
awn4-02905579-a	i16466	a			متعلق بالعملية العصبية للإحساس	0
awn4-02905688-a	i16467	a			متعلق بالتنسيق الحسي والحركي للكائن الحي أو بالأعصاب المتحكمة فيه	0
awn4-02905715-n	i51151	n			كتلة مصنوعة من الفحم النباتي أو غبار الفحم وتحرق كوقود	0
awn4-02905839-n	i51152	n			ألياف صلبة (شعر خشن أو خيط)؛ طبيعية أو اصطناعية	0
awn4-02905843-a	i16468	a			متعلق بالنشاط أو العمل الذي تم التدرب عليه	1
awn4-02905991-n	i51153	n			فرشاة مصنوعة من شعر الحيوانات أو النباتات القصير الخشن	0
awn4-02905993-a	i16469	a			متعلق بالحوض	2
awn4-02906120-n	i51154	n			(تستخدم بصيغة الجمع) مصطلح غير رسمي لسراويل الركبة	0
awn4-02906130-a	i16470	a			متعلق بمقدمة كتلة هوائية متقدمة (جبهة هوائية)	1
awn4-02906241-n	i51155	n			سهم ذو رأس عريض شائك	0
awn4-02906296-a	i16471	a			متعلق بالرعاة أو تربية الأغنام والماشية	3
awn4-02906331-n	i51156	n			فأس كبيرة ذات شفرة قطع عريضة	0
awn4-02906451-n	i51157	n			سيخ صغير أو سيخ للشواء	0
awn4-02906520-a	i16472	a			متعلق بالماسونيين أو الماسونية	1
awn4-02906529-n	i51158	n			جهاز ميكانيكي لنثر شيء ما (مثل البذور أو السماد أو الرمل وما إلى ذلك) في جميع الاتجاهات	0
awn4-02906670-a	i16473	a			متعلق ببنّائي الحجر أو مهنة البناء	1
awn4-02906730-n	i51159	n			محطة مجهزة لبث البرامج الإذاعية أو التلفزيونية	0
awn4-02906817-a	i16474	a			متعلق بالماسورا (النص العبري للكتاب المقدس)	0
awn4-02906913-n	i51160	n			استوديو تنطلق منه البرامج الإذاعية أو التلفزيونية	0
awn4-02906920-a	i16475	a			يمتلك أو مزود بصارية (سارية)؛ تستخدم غالباً في التركيبات	2
awn4-02907052-n	i51161	n			قماش حريري أو صناعي منسوج بإحكام مع تضليع عرضي ضيق	0
awn4-02907113-a	i16476	a			متعلق بالهجرة	0
awn4-02907177-n	i51162	n			قماش صوفي كثيف النسيج ذو مظهر لامع	0
awn4-02907269-a	i16477	a			متعلق بممارسة مساعدة الذاكرة أو ينطوي عليها	1
awn4-02907289-n	i51163	n			سكة حديدية (أو عرضها) أوسع من القياس القياسي البالغ 56.5 بوصة	0
awn4-02907434-n	i51164	n			فأس صغيرة قصيرة المقبض بشفرة عريضة مقابل رأس المطرقة	0
awn4-02907474-a	i16478	a			متعلق بالعظام الجدارية في الجمجمة أو مرتبط بها	1
awn4-02907558-n	i51165	n			سجادة منسوجة على نول عريض لتجنب الحاجة إلى وصلات	0
awn4-02907635-a	i16479	a			متعلق بالتماثيل أو مناسب لها	0
awn4-02907673-n	i51166	n			الجانب الكامل للسفينة من المقدمة إلى المؤخرة	1
awn4-02907749-a	i16480	a			متعلق بـ أو يحدث في أنبوب مثل قناة فالوب أو قناة استاكيوس	2
awn4-02907830-n	i51167	n			جميع الأسلحة التي تطلق من جانب واحد للسفينة الحربية	0
awn4-02907944-a	i16481	a			متعلق بالطبق (الحنك الرخو)	0
awn4-02907965-n	i51168	n			سيف ذو نصل عريض و(عادة) حدين قاطعين؛ يستخدم للقطع بدلاً من الطعن	0
awn4-02908041-a	i16482	a			متعلق بالوثائق أو يتكون منها أو مشتق منها	0
awn4-02908128-n	i51169	n			مادة سميكة وثقيلة باهظة الثمن ذات نمط بارز	0
awn4-02908252-n	i51170	n			حذاء سميك وثقيل	0
awn4-02908292-a	i16483	a			متعلق بتفعيلة اليامب (في الشعر) أو يتكون منها	1
awn4-02908361-n	i51171	n			فرن أو جزء من الموقد يُستخدم للشوي (بحرارة علوية)	0
awn4-02908410-a	i16484	a			متعلق بالهيكل أو البنية أو يتميز بهما	3
awn4-02908477-n	i51172	n			قوس به فجوة في القمة؛ عادة ما تملأ الفجوة ببعض الزخارف	0
awn4-02908587-a	i16485	a			متعلق بالبنية أو ناتج عنها، خاصة البنية السياسية أو الاقتصادية	1
awn4-02908613-n	i51173	n			المكان الذي يدير فيه الوسيط أعماله	0
awn4-02908747-n	i51174	n			مضاد للهيستامين (الاسم التجاري ديميتان) يستخدم لعلاج تفاعلات فرط الحساسية (مثل التهاب الأنف)	0
awn4-02908776-a	i16486	a			متعلق بتركيب الجسم	1
awn4-02908937-n	i51175	n			دواء يرخي ويوسع الممرات القصبية ويحسن مرور الهواء إلى الرئتين	0
awn4-02908982-a	i16487	a			متعلق بفرع المورفولوجيا (علم الشكل) الذي يدرس تركيب الكائنات الحية	1
awn4-02909209-a	i16488	a			متعلق بفن وعلم العمارة	2
awn4-02909211-n	i51176	n			أداة أنبوبية رفيعة تستخدم لفحص القصبات الهوائية	0
awn4-02909352-n	i51177	n			جسر معلق عبر النهر الشرقي في مدينة نيويورك	0
awn4-02909373-a	i16489	a			متعلق بالبناء أو العمارة	0
awn4-02909500-n	i51178	n			نحت مصنوع من البرونز	0
awn4-02909528-a	i16490	a			متعلق بمنظمة أو مؤسسة	1
awn4-02909579-n	i51179	n			كأس مصنوعة من البرونز (أو لها مظهر البرونز) تمنح عادة للفائز بالمركز الثالث في المسابقة	0
awn4-02909685-a	i16491	a			متعلق بامتلاك قدرات التفكير والتأمل	1
awn4-02909763-n	i51180	n			دبوس مزخرف ترتديه النساء	0
awn4-02909836-a	i16492	a			متعلق بالمعرفة أو الإدراك أو ينطوي عليهما	2
awn4-02909903-n	i51181	n			جسر معلق عبر النهر الشرقي في مدينة نيويورك؛ افتتح عام 1883	0
awn4-02910002-a	i16493	a			متعلق بالعقل	3
awn4-02910059-n	i51182	n			أداة تنظيف للكنس؛ حزمة من القش أو الأغصان مثبتة في مقبض طويل	0
awn4-02910174-a	i16494	a			متعلق بالفنون والعادات التي تفضلها مجموعة ما	2
awn4-02910288-n	i51183	n			غرفة صغيرة لتخزين المكانس ومعدات التنظيف الأخرى	0
awn4-02910364-a	i16495	a			متعلق بالحقائق أو يتميز بها	1
awn4-02910407-n	i51184	n			مقبض المكنسة	0
awn4-02910519-n	i51185	n			سيدان ليس لها سقف فوق مقعد السائق	0
awn4-02910523-a	i16496	a			متعلق بمرض الودانة (نوع من القزامة)	0
awn4-02910621-n	i51186	n			عربة خفيفة؛ يجرها حصان واحد	0
awn4-02910635-a	i16497	a			متعلق بالقزامة المتناسقة (عدم اكتمال النمو مع الحفاظ على التناسق)	0
awn4-02910716-n	i51187	n			بندقية آلية محمولة عيار 0.30 تعمل بضغط الغاز وتتغذى بالخراطيش من مخزن؛ استخدمتها القوات الأمريكية في الحربين العالميتين والحرب الكورية	0
awn4-02910738-a	i16498	a			متعلق بالكنيسة (خاصة الكنيسة المسيحية) أو مرتبط بها	1
awn4-02910918-a	i16499	a			مرتبط بالكهنوت أو الكهنة	2
awn4-02910981-n	i51188	n			رشاش يتم تغذيته بحزام ذخيرة وقادر على إطلاق أكثر من 500 طلقة في الدقيقة؛ استخدمته القوات الأمريكية في الحرب العالمية الثانية والحرب الكورية	0
awn4-02911164-a	i16500	a			متعلق بالاعتقاد في السلطة الكهنوتية	1
awn4-02911198-n	i51189	n			منزل متلاصق مبني من الحجر الرملي البني؛ لونه بني محمر	0
awn4-02911310-n	i51190	n			جامعة في رود آيلاند	0
awn4-02911333-a	i16501	a			يحتوي على مول واحد من المادة	1
awn4-02911448-n	i51191	n			روب منزلي قصير أو غطاء للمرأة	0
awn4-02911471-a	i16502	a			يشير إلى محلول يحتوي على مول واحد من المذاب لكل لتر من المحلول	0
awn4-02911542-n	i51192	n			أداة ذات شعيرات أو ألياف مثبتة بإحكام في مقبض	0
awn4-02911633-a	i16503	a			يشير إلى محلول يحتوي على مول واحد من المذاب لكل كيلوغرام من المذيب	0
awn4-02911797-a	i16504	a			متعلق بالأسنان الطاحنة (الأضراس) في الجزء الخلفي من فم الثدييات	1
awn4-02911930-n	i51193	n			توصل التيار بين الأجزاء الدوارة والثابتة للمولد أو المحرك	0
awn4-02911952-a	i16505	a			متعلق بالجزيئات أو ناتج عنها أو يتكون منها	3
awn4-02912098-n	i51194	n			سجادة ذات سداة كتان قوية وبر من خيوط صوفية ملونة مسحوبة في حلقات غير مقطوعة لتشكيل نمط	0
awn4-02912184-a	i16506	a			متعلق بجزيئين أو يؤثر فيهما	0
awn4-02912276-n	i51195	n			دانتيل فاخر بتصميم بارز أو مطرز	0
awn4-02912280-a	i16507	a			داخل الجزيء؛ يحدث عن طريق تفاعل بين أجزاء مختلفة من نفس الجزيء	0
