entryId	lemma	partOfSpeech
oewn-master_copy-n	master copy	n
oewn-master_cylinder-n	master cylinder	n
oewn-master_file-n	master file	n
oewn-Master_in_Business_Administration-n	Master in Business Administration	n
oewn-Master_in_Business-n	Master in Business	n
oewn-Master_in_Public_Affairs-n	Master in Public Affairs	n
oewn-master_key-n	master key	n
oewn-Master_of_Architecture-n	Master of Architecture	n
oewn-Master_of_Arts_in_Library_Science-n	Master of Arts in Library Science	n
oewn-Master_of_Arts_in_Teaching-n	Master of Arts in Teaching	n
oewn-Master_of_Arts-n	Master of Arts	n
oewn-master_of_ceremonies-n	master of ceremonies	n
oewn-Master_of_Divinity-n	Master of Divinity	n
oewn-Master_of_Education-n	Master of Education	n
oewn-Master_of_Fine_Arts-n	Master of Fine Arts	n
oewn-Master_of_Laws-n	Master of Laws	n
oewn-Master_of_Library_Science-n	Master of Library Science	n
oewn-Master_of_Literature-n	Master of Literature	n
oewn-Master_of_Science_in_Engineering-n	Master of Science in Engineering	n
oewn-Master_of_Science-n	Master of Science	n
oewn-Master_of_Theology-n	Master of Theology	n
oewn-master_plan-n	master plan	n
oewn-master_race-n	master race	n
oewn-master_sergeant-n	master sergeant	n
oewn-master-a	master	a
oewn-master-ap-s_degree-n	master's degree	n
oewn-master-ap-s_thesis-n	master's thesis	n
oewn-master-at-arms-n	master-at-arms	n
oewn-master-n	master	n
oewn-master-v	master	v
oewn-mastered-a	mastered	a
oewn-masterful-a	masterful	a
oewn-masterfully-r		
oewn-mastering-n	mastering	n
oewn-masterless-a	masterless	a
oewn-masterly-a	masterly	a
oewn-mastermind-n		
oewn-mastermind-v		
oewn-masterpiece-n		
oewn-mastership-n	mastership	n
oewn-masterstroke-n	masterstroke	n
oewn-masterwort-n		
oewn-mastery-n		
oewn-masthead-n	masthead	n
oewn-mastic_tree-n	mastic tree	n
oewn-mastic-n		
oewn-masticate-v		
oewn-mastication-n		
oewn-Masticophis_bilineatus-n	Masticophis bilineatus	n
oewn-Masticophis_flagellum-n	Masticophis flagellum	n
oewn-Masticophis_lateralis-n	Masticophis lateralis	n
oewn-mastiff_bat-n	mastiff bat	n
oewn-mastiff-n	mastiff	n
oewn-mastigophoran-n	mastigophoran	n
oewn-mastigophore-n	mastigophore	n
oewn-Mastigoproctus_giganteus-n	Mastigoproctus giganteus	n
oewn-mastitis-n	mastitis	n
oewn-mastocyte-n	mastocyte	n
oewn-mastodon-n		
oewn-mastodont-n	mastodont	n
oewn-mastoid_bone-n	mastoid bone	n
oewn-mastoid_process-n	mastoid process	n
oewn-mastoid-a		
oewn-mastoid-n		
oewn-mastoidal-a	mastoidal	a
oewn-mastoidal-n	mastoidal	n
oewn-mastoidale-n	mastoidale	n
oewn-mastoidectomy-n	mastoidectomy	n
oewn-mastoiditis-n	mastoiditis	n
oewn-mastopathy-n	mastopathy	n
oewn-mastopexy-n	mastopexy	n
oewn-Mastotermes_darwiniensis-n	Mastotermes darwiniensis	n
oewn-Mastotermes_electrodominicus-n	Mastotermes electrodominicus	n
oewn-Mastotermes_electromexicus-n	Mastotermes electromexicus	n
oewn-masturbate-v		
oewn-masturbation-n		
oewn-masturbator-n	masturbator	n
oewn-mat_up-v	mat up	v
oewn-mat-a	mat	a
oewn-mat-n	mat	n
oewn-MAT-n	MAT	n
oewn-mat-v	mat	v
oewn-Matabele-n	Matabele	n
oewn-matador-n		
oewn-matai-n	matai	n
oewn-Matakam_language-n	Matakam language	n
oewn-Matakam-n	Matakam	n
oewn-match_game-n	match game	n
oewn-match_plane-n	match plane	n
oewn-match_play-n	match play	n
oewn-match_point-n	match point	n
oewn-match-n	match	n
oewn-match-up-n	match-up	n
oewn-match-v	match	v
oewn-matchboard-n	matchboard	n
oewn-matchbook-n	matchbook	n
oewn-matchbox-n	matchbox	n
oewn-matchbush-n	matchbush	n
oewn-matched_game-n	matched game	n
oewn-matched-a	matched	a
oewn-matcher-n	matcher	n
oewn-matchet-n	matchet	n
oewn-matching_funds-n	matching funds	n
oewn-matching-a		
oewn-matchless-a	matchless	a
oewn-matchlessness-n	matchlessness	n
oewn-matchlock-n		
oewn-matchmaker-n	matchmaker	n
oewn-matchmaking-n		
oewn-matchstick-n	matchstick	n
oewn-matchup-n	matchup	n
oewn-matchweed-n	matchweed	n
oewn-matchwood-n	matchwood	n
oewn-mate-n	mate	n
oewn-mate-v	mate	v
oewn-mated-a	mated	a
oewn-mateless-a	mateless	a
oewn-matelote-n	matelote	n
oewn-mater-n		
oewn-materfamilias-n	materfamilias	n
oewn-materia_medica-n	materia medica	n
oewn-material_body-n	material body	n
oewn-material_breach-n	material breach	n
oewn-material_intensity-n	material intensity	n
oewn-material_possession-n	material possession	n
oewn-material_resource-n	material resource	n
oewn-material_witness-n	material witness	n
oewn-material-a		
oewn-material-n		
oewn-materialisation-n	materialisation	n
oewn-materialise-v	materialise	v
oewn-materialism-n		
oewn-materialist-n		
oewn-materialistic-a		
oewn-materialistically-r	materialistically	r
oewn-materiality-n	materiality	n
oewn-materialization-n	materialization	n
oewn-materialize-v	materialize	v
oewn-materially-r	materially	r
oewn-materials_handling-n	materials handling	n
oewn-materiel-n		
oewn-maternal_language-n	maternal language	n
oewn-maternal_quality-n	maternal quality	n
oewn-maternal-a		
oewn-maternal-infant_bonding-n	maternal-infant bonding	n
oewn-maternalism-n	maternalism	n
oewn-maternalistic-a	maternalistic	a
oewn-maternally-r	maternally	r
oewn-maternity_hospital-n	maternity hospital	n
oewn-maternity_ward-n	maternity ward	n
oewn-maternity-n		
oewn-mates-n		
oewn-matey-a	matey	a
oewn-math_teacher-n	math teacher	n
oewn-math-n		
oewn-mathematical_function-n	mathematical function	n
oewn-mathematical_group-n	mathematical group	n
oewn-mathematical_induction-n	mathematical induction	n
oewn-mathematical_logic-n	mathematical logic	n
oewn-mathematical_notation-n	mathematical notation	n
oewn-mathematical_operation-n	mathematical operation	n
oewn-mathematical_optimization-n	mathematical optimization	n
oewn-mathematical_process-n	mathematical process	n
oewn-mathematical_product-n	mathematical product	n
oewn-mathematical_programming-n	mathematical programming	n
oewn-mathematical_proof-n	mathematical proof	n
oewn-mathematical_relation-n	mathematical relation	n
oewn-mathematical_space-n	mathematical space	n
oewn-mathematical_statement-n	mathematical statement	n
oewn-mathematical_statistician-n	mathematical statistician	n
oewn-mathematical_symbol-n	mathematical symbol	n
oewn-mathematical-a		
oewn-mathematically-r	mathematically	r
oewn-mathematician-n		
oewn-mathematics_department-n	mathematics department	n
oewn-mathematics_teacher-n	mathematics teacher	n
oewn-mathematics-n		
oewn-maths-n		
oewn-matilija_poppy-n	matilija poppy	n
oewn-matinee_idol-n	matinee idol	n
oewn-matinee-n		
oewn-mating_season-n	mating season	n
oewn-mating-n		
oewn-matins-n	matins	n
oewn-matman-n	matman	n
oewn-matriarch-n		
oewn-matriarchal-a	matriarchal	a
oewn-matriarchate-n		
oewn-matriarchic-a	matriarchic	a
oewn-matriarchy-n	matriarchy	n
oewn-matric-n		
oewn-Matricaria_chamomilla-n	Matricaria chamomilla	n
oewn-Matricaria_inodorum-n	Matricaria inodorum	n
oewn-Matricaria_matricarioides-n	Matricaria matricarioides	n
oewn-Matricaria_oreades-n	Matricaria oreades	n
oewn-Matricaria_recutita-n	Matricaria recutita	n
oewn-Matricaria_tchihatchewii-n	Matricaria tchihatchewii	n
oewn-matricentric-a	matricentric	a
oewn-matricide-n	matricide	n
oewn-matriculate-n		
oewn-matriculate-v		
oewn-matriculation-n	matriculation	n
oewn-matrikin-n	matrikin	n
oewn-matrilineage-n	matrilineage	n
oewn-matrilineal_kin-n	matrilineal kin	n
oewn-matrilineal_sib-n	matrilineal sib	n
oewn-matrilineal-a		
oewn-matrilineality-n	matrilineality	n
oewn-matrilineally-r	matrilineally	r
oewn-matrilinear-a	matrilinear	a
oewn-matrimonial_law-n	matrimonial law	n
oewn-matrimonial-a	matrimonial	a
oewn-matrimony_vine-n	matrimony vine	n
oewn-matrimony-n		
oewn-matrisib-n	matrisib	n
oewn-matrix_addition-n	matrix addition	n
oewn-matrix_algebra-n	matrix algebra	n
oewn-matrix_inversion-n	matrix inversion	n
oewn-matrix_multiplication-n	matrix multiplication	n
oewn-matrix_operation-n	matrix operation	n
oewn-matrix_printer-n	matrix printer	n
oewn-matrix_transposition-n	matrix transposition	n
oewn-matrix-n		
oewn-matron_of_honor-n	matron of honor	n
oewn-matron-n		
oewn-matronly-a		
oewn-matronymic-n		
oewn-matsyendra-n	matsyendra	n
oewn-matt-a	matt	a
oewn-matt-n	matt	n
oewn-matt-up-v	matt-up	v
oewn-matte_up-v	matte up	v
oewn-matte-a		
oewn-matte-n		
oewn-matte-v		
oewn-matted-a	matted	a
oewn-matter_of_course-n	matter of course	n
oewn-matter_of_fact-n	matter of fact	n
oewn-matter_of_law-n	matter of law	n
oewn-matter_to-v	matter to	v
oewn-matter-n		
oewn-matter-of-course-a	matter-of-course	a
oewn-matter-of-fact-a	matter-of-fact	a
oewn-matter-v		
oewn-Matteuccia_struthiopteris-n	Matteuccia struthiopteris	n
oewn-Matthew_Walker_knot-n	Matthew Walker knot	n
oewn-Matthew_Walker-n	Matthew Walker	n
oewn-Matthiola_incana-n	Matthiola incana	n
oewn-matting-n		
oewn-mattock-n		
oewn-Mattole_language-n	Mattole language	n
oewn-Mattole-n	Mattole	n
oewn-mattress_cover-n	mattress cover	n
oewn-mattress_pad-n	mattress pad	n
oewn-mattress-n		
oewn-maturate-v		
oewn-maturation-n	maturation	n
oewn-maturational-a	maturational	a
oewn-mature-a	mature	a
oewn-mature-onset_diabetes-n	mature-onset diabetes	n
oewn-mature-v	mature	v
oewn-matured-a	matured	a
oewn-maturely-r	maturely	r
oewn-maturement-n	maturement	n
oewn-matureness-n	matureness	n
oewn-maturity_date-n	maturity date	n
oewn-maturity-n		
oewn-maturity-onset_diabetes_mellitus-n	maturity-onset diabetes mellitus	n
oewn-maturity-onset_diabetes-n	maturity-onset diabetes	n
oewn-matutinal-a		
oewn-matzah_ball-n	matzah ball	n
oewn-matzah_meal-n	matzah meal	n
oewn-matzah-n	matzah	n
oewn-matzo_ball-n	matzo ball	n
oewn-matzo_meal-n	matzo meal	n
oewn-matzo-n		
oewn-matzoh_ball-n	matzoh ball	n
oewn-matzoh_meal-n	matzoh meal	n
oewn-matzoh-n	matzoh	n
oewn-maudlin-a		
oewn-maul_oak-n	maul oak	n
oewn-maul-n		
oewn-maul-v		
oewn-maule-ap-s_quince-n	maule's quince	n
oewn-mauler-n	mauler	n
oewn-maulers-n	maulers	n
oewn-maulstick-n		
oewn-maund-n	maund	n
oewn-maunder-v		
oewn-Maundy_money-n	Maundy money	n
oewn-Maundy_Thursday-n	Maundy Thursday	n
oewn-Maundy-n		
oewn-Mauritanian_monetary_unit-n	Mauritanian monetary unit	n
oewn-Mauritanian-a	Mauritanian	a
oewn-Mauritanian-n	Mauritanian	n
oewn-Mauritian_monetary_unit-n	Mauritian monetary unit	n
oewn-Mauritian_rupee-n	Mauritian rupee	n
oewn-Mauritian-a	Mauritian	a
oewn-Mauritian-n	Mauritian	n
oewn-Mauser-n	Mauser	n
oewn-mausoleum-n		
oewn-mauve-a		
oewn-mauve-blue-a	mauve-blue	a
oewn-mauve-n		
oewn-mauve-pink-a	mauve-pink	a
oewn-maven-n		
oewn-maverick-a		
oewn-maverick-n		
oewn-Mavik-n	Mavik	n
oewn-mavin-n	mavin	n
oewn-mavis-n		
oewn-maw-n	maw	n
oewn-mawkish-a		
oewn-mawkishly-r	mawkishly	r
oewn-mawkishness-n	mawkishness	n
oewn-max_out-v	max out	v
oewn-max-n		
oewn-maxi-a	maxi	a
oewn-maxi-n	maxi	n
oewn-maxilla-n		
oewn-maxillaria-n	maxillaria	n
oewn-maxillary_artery-n	maxillary artery	n
oewn-maxillary_palpus-n	maxillary palpus	n
oewn-maxillary_sinus-n	maxillary sinus	n
oewn-maxillary_vein-n	maxillary vein	n
oewn-maxillary-a		
oewn-maxillary-n		
oewn-maxilliped-n	maxilliped	n
oewn-maxillodental-a	maxillodental	a
oewn-maxillofacial-a	maxillofacial	a
oewn-maxillomandibular-a	maxillomandibular	a
oewn-Maxim_gun-n	Maxim gun	n
oewn-maxim-n		
oewn-maximal-a	maximal	a
oewn-maximally-r	maximally	r
oewn-maximation-n	maximation	n
oewn-Maximilian-ap-s_sunflower-n	Maximilian's sunflower	n
oewn-maximisation-n	maximisation	n
oewn-maximise-v		
oewn-maximising-a	maximising	a
oewn-maximization-n	maximization	n
oewn-maximize-v		
oewn-maximizing-a	maximizing	a
oewn-maximum_and_minimum_thermometer-n	maximum and minimum thermometer	n
oewn-maximum-a		
oewn-maximum-n		
oewn-Maxwell-ap-s_equations-n	Maxwell's equations	n
oewn-Maxwell-Boltzmann_distribution_law-n	Maxwell-Boltzmann distribution law	n
oewn-maxwell-n	maxwell	n
oewn-Maxzide-n	Maxzide	n
oewn-May_1-n	May 1	n
oewn-May_24-n	May 24	n
oewn-May_apple-n	May apple	n
oewn-May_beetle-n	May beetle	n
oewn-May_blob-n	May blob	n
oewn-May_bug-n	May bug	n
oewn-May_Day-n	May Day	n
oewn-may_fish-n	may fish	n
oewn-May_lily-n	May lily	n
oewn-May_queen-n	May queen	n
oewn-May_wine-n	May wine	n
oewn-may-n		
oewn-May-n		
oewn-Maya-n	Maya	n
oewn-Mayan_language-n	Mayan language	n
oewn-Mayan-n	Mayan	n
oewn-mayapple-n	mayapple	n
oewn-maybe-r		
oewn-mayday-n	mayday	n
oewn-mayeng-n	mayeng	n
oewn-Mayetiola_destructor-n	Mayetiola destructor	n
oewn-mayfish-n	mayfish	n
oewn-mayflower-n	mayflower	n
oewn-mayfly-n	mayfly	n
oewn-mayhap-r		
oewn-mayhaw-n	mayhaw	n
oewn-mayhem-n		
oewn-mayidism-n	mayidism	n
oewn-mayo-n		
oewn-mayonnaise-n		
oewn-mayor-n		
oewn-mayoral-a		
oewn-mayoralty-n		
oewn-mayoress-n	mayoress	n
oewn-maypole-n	maypole	n
oewn-maypop-n	maypop	n
oewn-mayweed-n	mayweed	n
oewn-Mazdaism-n	Mazdaism	n
oewn-maze-n		
oewn-mazed-a	mazed	a
oewn-mazer-n		
oewn-mazopathy-n	mazopathy	n
oewn-mazurka-n		
oewn-mazy-a	mazy	a
oewn-mazzard_cherry-n	mazzard cherry	n
oewn-mazzard-n	mazzard	n
oewn-Mb-n	Mb	n
oewn-MB-n	MB	n
oewn-MBA-n	MBA	n
oewn-MBD-n	MBD	n
oewn-Mbit-n	Mbit	n
oewn-Mbundu-n	Mbundu	n
oewn-Mc-n	Mc	n
oewn-MC-n	MC	n
oewn-McArdle-ap-s_disease-n	McArdle's disease	n
oewn-McBurney-ap-s_point-n	McBurney's point	n
oewn-McCarthyism-n	McCarthyism	n
oewn-mcg-n	mcg	n
oewn-McGuffey_Eclectic_Readers-n	McGuffey Eclectic Readers	n
oewn-McGuffin-n	McGuffin	n
oewn-MCIA-n	MCIA	n
oewn-McIntosh-n	McIntosh	n
oewn-mcmansion-n	mcmansion	n
oewn-Md-n	Md	n
oewn-MD-n	MD	n
oewn-MDiv-n	MDiv	n
oewn-MDMA-n	MDMA	n
oewn-mea_culpa-n		
oewn-Mead-ap-s_milkweed-n	Mead's milkweed	n
oewn-mead-n	mead	n
oewn-meadow_beauty-n	meadow beauty	n
oewn-meadow_bright-n	meadow bright	n
oewn-meadow_buttercup-n	meadow buttercup	n
oewn-meadow_clary-n	meadow clary	n
oewn-meadow_cranesbill-n	meadow cranesbill	n
oewn-meadow_cress-n	meadow cress	n
oewn-meadow_fern-n	meadow fern	n
oewn-meadow_fescue-n	meadow fescue	n
oewn-meadow_foxtail-n	meadow foxtail	n
oewn-meadow_goldenrod-n	meadow goldenrod	n
oewn-meadow_grass-n	meadow grass	n
oewn-meadow_jumping_mouse-n	meadow jumping mouse	n
oewn-meadow_leek-n	meadow leek	n
oewn-meadow_lily-n	meadow lily	n
oewn-meadow_mouse-n	meadow mouse	n
oewn-meadow_mushroom-n	meadow mushroom	n
oewn-meadow_pea-n	meadow pea	n
oewn-meadow_pipit-n	meadow pipit	n
oewn-meadow_rue-n	meadow rue	n
oewn-meadow_saffron-n	meadow saffron	n
oewn-meadow_salsify-n	meadow salsify	n
oewn-meadow_saxifrage-n	meadow saxifrage	n
oewn-meadow_spikemoss-n	meadow spikemoss	n
oewn-meadow_spittlebug-n	meadow spittlebug	n
oewn-meadow_vole-n	meadow vole	n
oewn-meadow-n		
oewn-meadowgrass-n	meadowgrass	n
oewn-meadowlark-n	meadowlark	n
oewn-meager-a		
oewn-meagerly-a	meagerly	a
oewn-meagerly-r	meagerly	r
oewn-meagerness-n	meagerness	n
oewn-meagre-a	meagre	a
oewn-meagrely-r	meagrely	r
oewn-meagreness-n	meagreness	n
oewn-meal_plan-n	meal plan	n
oewn-meal_ticket-n	meal ticket	n
oewn-meal-n	meal	n
oewn-mealberry-n	mealberry	n
oewn-mealie-n		
oewn-mealtime-n	mealtime	n
oewn-mealworm-n		
oewn-mealy_bug-n	mealy bug	n
oewn-mealy_sage-n	mealy sage	n
oewn-mealy-a		
oewn-mealy-mouthed-a	mealy-mouthed	a
oewn-mealybug-n	mealybug	n
oewn-mealymouthed-a	mealymouthed	a
oewn-mean_deviation_from_the_mean-n	mean deviation from the mean	n
oewn-mean_deviation-n	mean deviation	n
oewn-mean_distance-n	mean distance	n
oewn-mean_solar_day-n	mean solar day	n
oewn-mean_solar_time-n	mean solar time	n
oewn-mean_sun-n	mean sun	n
oewn-mean_time-n	mean time	n
oewn-mean_value-n	mean value	n
oewn-mean-a	mean	a
oewn-mean-n	mean	n
oewn-mean-v	mean	v
oewn-meander-n		
oewn-meander-v		
oewn-meandering-a	meandering	a
oewn-meanderingly-r	meanderingly	r
oewn-meanie-n	meanie	n
oewn-meaning-a	meaning	a
oewn-meaning-n	meaning	n
oewn-meaningful-a		
oewn-meaningfully-r	meaningfully	r
oewn-meaningfulness-n	meaningfulness	n
oewn-meaningless-a	meaningless	a
oewn-meaninglessness-n	meaninglessness	n
oewn-meanly-r		
oewn-meanness-n	meanness	n
oewn-means_grass-n	means grass	n
oewn-means_test-n	means test	n
oewn-means-n		
oewn-meanspirited-a	meanspirited	a
oewn-meanspiritedly-r	meanspiritedly	r
oewn-meantime-n		
oewn-meantime-r		
oewn-meanwhile-n		
oewn-meanwhile-r		
oewn-meany-n	meany	n
oewn-mearstone-n	mearstone	n
oewn-measles-n	measles	n
oewn-measly-a		
oewn-measurability-n	measurability	n
oewn-measurable-a		
oewn-measurably-r	measurably	r
oewn-measure_out-v	measure out	v
oewn-measure_up-v	measure up	v
oewn-measure-n		
oewn-measure-v		
oewn-measured_rhythm-n	measured rhythm	n
oewn-measured-a		
oewn-measuredly-r	measuredly	r
oewn-measureless-a	measureless	a
oewn-measurement-n		
oewn-measurer-n	measurer	n
oewn-measuring_block-n	measuring block	n
oewn-measuring_cup-n	measuring cup	n
oewn-measuring_device-n	measuring device	n
oewn-measuring_instrument-n	measuring instrument	n
oewn-measuring_rod-n	measuring rod	n
oewn-measuring_stick-n	measuring stick	n
oewn-measuring_system-n	measuring system	n
oewn-measuring_unit-n	measuring unit	n
oewn-measuring_worm-n	measuring worm	n
oewn-measuring-n		
oewn-meat_and_potatoes-n	meat and potatoes	n
oewn-meat_cleaver-n	meat cleaver	n
oewn-meat_counter-n	meat counter	n
oewn-meat_grinder-n	meat grinder	n
oewn-meat_hook-n	meat hook	n
oewn-meat_hooks-n	meat hooks	n
oewn-meat_house-n	meat house	n
oewn-meat_loaf-n	meat loaf	n
oewn-meat_market-n	meat market	n
oewn-meat_mixer-n	meat mixer	n
oewn-meat_packer-n	meat packer	n
oewn-meat_packing-n	meat packing	n
oewn-meat_pie-n	meat pie	n
oewn-meat_safe-n	meat safe	n
oewn-meat_thermometer-n	meat thermometer	n
oewn-meat-eating-a	meat-eating	a
oewn-meat-n		
oewn-meat-packing_business-n	meat-packing business	n
oewn-meatball-n	meatball	n
oewn-meatless-a		
oewn-meatloaf-n		
oewn-meatman-n		
oewn-meatpacking-n	meatpacking	n
oewn-meatus-n		
oewn-meaty-a		
oewn-Mebaral-n	Mebaral	n
oewn-mebendazole-n	mebendazole	n
oewn-mebibit-n	mebibit	n
oewn-mebibyte-n	mebibyte	n
oewn-mecca-n		
oewn-Meccano_set-n	Meccano set	n
oewn-Meccano-n	Meccano	n
oewn-mechanic-a		
oewn-mechanic-ap-s_lien-n	mechanic's lien	n
oewn-mechanic-n		
oewn-mechanical_advantage-n	mechanical advantage	n
oewn-mechanical_device-n	mechanical device	n
oewn-mechanical_drawing-n	mechanical drawing	n
oewn-mechanical_energy-n	mechanical energy	n
oewn-mechanical_engineer-n	mechanical engineer	n
oewn-mechanical_engineering-n	mechanical engineering	n
oewn-mechanical_man-n	mechanical man	n
oewn-mechanical_mixture-n	mechanical mixture	n
oewn-mechanical_phenomenon-n	mechanical phenomenon	n
oewn-mechanical_piano-n	mechanical piano	n
oewn-mechanical_power-n	mechanical power	n
oewn-mechanical_press-n	mechanical press	n
oewn-mechanical_stress-n	mechanical stress	n
oewn-mechanical_system-n	mechanical system	n
oewn-mechanical_yielding_prop-n	mechanical yielding prop	n
oewn-mechanical-a		
oewn-mechanically_skillful-a	mechanically skillful	a
oewn-mechanically-r		
oewn-mechanics-n	mechanics	n
oewn-mechanisation-n	mechanisation	n
oewn-mechanise-v		
oewn-mechanised-a	mechanised	a
oewn-mechanism-n		
oewn-mechanist-n	mechanist	n
oewn-mechanistic-a		
oewn-mechanistically-r	mechanistically	r
oewn-mechanization-n	mechanization	n
oewn-mechanize-v		
oewn-mechanized_cavalry-n	mechanized cavalry	n
oewn-mechanized-a	mechanized	a
oewn-Mecholyl-n	Mecholyl	n
oewn-Meckel-ap-s_diverticulum-n	Meckel's diverticulum	n
oewn-meclizine_hydrochloride-n	meclizine hydrochloride	n
oewn-meclizine-n		
oewn-meclofenamate_sodium-n	meclofenamate sodium	n
oewn-meclofenamate-n	meclofenamate	n
oewn-Meclomen-n	Meclomen	n
oewn-meconium-n	meconium	n
oewn-Meconopsis_betonicifolia-n	Meconopsis betonicifolia	n
oewn-Meconopsis_cambrica-n	Meconopsis cambrica	n
oewn-mecopteran-n	mecopteran	n
oewn-mecopterous-a	mecopterous	a
oewn-MEd-n	MEd	n
oewn-Medaille_Militaire-n	Medaille Militaire	n
oewn-Medal_of_Honor-n	Medal of Honor	n
oewn-medal_play-n	medal play	n
oewn-medal_winner-n	medal winner	n
oewn-medal-n		
oewn-medalist-n		
oewn-medallion-n		
oewn-medallist-n	medallist	n
oewn-meddle-v		
oewn-meddler-n		
oewn-meddlesome-a	meddlesome	a
oewn-meddlesomeness-n	meddlesomeness	n
oewn-meddling-a	meddling	a
oewn-meddling-n	meddling	n
oewn-medevac-n		
oewn-medfly-n	medfly	n
oewn-media_consultant-n	media consultant	n
oewn-media_guru-n	media guru	n
oewn-mediacy-n	mediacy	n
oewn-mediaeval-a		
oewn-mediaeval-s	mediaeval	s
oewn-medial_condyle-n	medial condyle	n
oewn-medial_geniculate_body-n	medial geniculate body	n
oewn-medial_geniculate-n	medial geniculate	n
oewn-medial_rectus_muscle-n	medial rectus muscle	n
oewn-medial_rectus-n	medial rectus	n
oewn-medial-a		
oewn-medially-r		
oewn-median_value-n	median value	n
oewn-median-a		
oewn-median-n		
oewn-mediant-n		
oewn-mediastinum-n		
oewn-mediate-a		
oewn-mediate-v		
oewn-mediated-a	mediated	a
oewn-mediateness-n	mediateness	n
oewn-mediation-n		
oewn-mediator-n		
oewn-mediatorial-a		
oewn-mediatory-a	mediatory	a
oewn-mediatrix-n		
oewn-medic-n	medic	n
oewn-Medicago_arborea-n	Medicago arborea	n
oewn-Medicago_echinus-n	Medicago echinus	n
oewn-Medicago_falcata-n	Medicago falcata	n
oewn-Medicago_intertexta-n	Medicago intertexta	n
oewn-Medicago_lupulina-n	Medicago lupulina	n
oewn-Medicago_sativa-n	Medicago sativa	n
oewn-Medicaid_funds-n	Medicaid funds	n
oewn-Medicaid-n	Medicaid	n
oewn-medical_aid-n	medical aid	n
oewn-medical_assistant-n	medical assistant	n
oewn-medical_bill-n	medical bill	n
oewn-medical_building-n	medical building	n
oewn-medical_care-n	medical care	n
oewn-medical_center-n	medical center	n
oewn-medical_checkup-n	medical checkup	n
oewn-medical_community-n	medical community	n
oewn-medical_diagnosis-n	medical diagnosis	n
oewn-medical_dressing-n	medical dressing	n
oewn-medical_evacuation-n	medical evacuation	n
