entityId	languageTag	label	description	typeId	typeLabel	sitelinks	enwikiUrl
Q35316	en	Watiwa	language	Q34770	language	7	https://en.wikipedia.org/wiki/Watiwa_language
Q3531659	en	Tonsea	language	Q34770	language	13	https://en.wikipedia.org/wiki/Tonsea_language
Q3531660	en	Tonsawang	language	Q34770	language	12	https://en.wikipedia.org/wiki/Tonsawang_language
Q3531666	en	Tontemboan	language	Q34770	language	14	https://en.wikipedia.org/wiki/Tontemboan_language
Q35317	en	Eton	Bantu language spoken in Cameroon	Q34770	language	12	https://en.wikipedia.org/wiki/Eton_language
Q35318	en	Embu	Bantu language spoken in Kenya	Q34770	language	16	https://en.wikipedia.org/wiki/Embu_language
Q35319	en	Duma	Bantu language	Q34770	language	6	https://en.wikipedia.org/wiki/Duma_language
Q35322	en	Galoli	language	Q34770	language	13	https://en.wikipedia.org/wiki/Galoli_language
Q3532208	en	Torau	language	Q34770	language	6	https://en.wikipedia.org/wiki/Torau_language
Q3532287	en	Torgut Oirat	Oirat dialect of Xinjiang (China), west Mongolia and Kalmykia (Russia)	Q34770	language	6	https://en.wikipedia.org/wiki/Torgut_Oirat
Q35323758	en	Bai-Maclay	language	Q34770	language	1	https://en.wikipedia.org/wiki/Bai-Maclay
Q35326	en	Anuta	Polynesian Outlier language	Q34770	language	18	https://en.wikipedia.org/wiki/Anuta_language
Q35327	en	Datooga	language	Q34770	language	10	https://en.wikipedia.org/wiki/Datooga_language
Q3532756	en	Totoro	language	Q34770	language	11	https://en.wikipedia.org/wiki/Totoro_language
Q35329	en	Elymian	ancient language of the Italian Peninsula	Q34770	language	8	https://en.wikipedia.org/wiki/Elymian_language
Q3532921	en	Toulouse School of Economics	school within Toulouse 1 University Capitol	Q3918	university	24	https://en.wikipedia.org/wiki/Toulouse_School_of_Economics
Q35331	en	Farefare	language in West Africa	Q34770	language	23	https://en.wikipedia.org/wiki/Farefare_language
Q35336	en	Djimini	language	Q34770	language	9	https://en.wikipedia.org/wiki/Djimini_language
Q35338	en	Ingessana	language	Q34770	language	8	https://en.wikipedia.org/wiki/Gaam_language
Q35340	en	Dyan	language	Q34770	language	8	https://en.wikipedia.org/wiki/Dyan_language
Q35343	en	Dogoso	language	Q34770	language	10	https://en.wikipedia.org/wiki/Dogoso_language
Q35345	en	Eblaite	Extinct Semitic language spoken in Ebla	Q34770	language	40	https://en.wikipedia.org/wiki/Eblaite_language
Q3535117	en	Yerukala	Dravidian language mainly spoken by the Yerukala tribe	Q34770	language	11	https://en.wikipedia.org/wiki/Yerukala_language
Q35353	en	Fataluku	language of East Timor	Q34770	language	19	https://en.wikipedia.org/wiki/Fataluku_language
Q35361	en	Aka-Bo	extinct Great Andamanese language	Q34770	language	28	https://en.wikipedia.org/wiki/Akabo_dialect
Q35363	en	Ebira	language	Q34770	language	20	https://en.wikipedia.org/wiki/Ebira_language
Q35365	en	Bijago	language	Q34770	language	17	https://en.wikipedia.org/wiki/Bijago_language
Q35371	en	Northern Bobo Madaré	Mande language	Q34770	language	5	
Q3537135	en	Tharawal	language	Q34770	language	7	https://en.wikipedia.org/wiki/Dharawal_language
Q35375	en	Edo	language spoken in Nigeria	Q34770	language	40	https://en.wikipedia.org/wiki/Edo_language
Q35377	en	Efik	Cross River language spoken in Nigeria	Q34770	language	29	https://en.wikipedia.org/wiki/Efik_language
Q35379	en	Kam	language of the Dong people, China	Q34770	language	19	https://en.wikipedia.org/wiki/Kam_language
Q35381	en	Colombo	largest city and de facto capital of Sri Lanka	Q515	city	151	https://en.wikipedia.org/wiki/Colombo
Q35386	en	E	language	Q34770	language	15	https://en.wikipedia.org/wiki/E_language
Q35388	en	Halkomelem	language of various First Nations peoples in British Columbia	Q34770	language	13	https://en.wikipedia.org/wiki/Halkomelem
Q35392	en	Demotic Greek	language	Q34770	language	24	https://en.wikipedia.org/wiki/Demotic_Greek
Q3539279	en	Trinitario	language	Q34770	language	6	https://en.wikipedia.org/wiki/Trinitario_language
Q3539587	en	Chicahuaxtla Triqui	language	Q34770	language	5	
Q35397	en	Budukh	language	Q34770	language	26	https://en.wikipedia.org/wiki/Budukh_language
Q35399	en	Ikwerre	language	Q34770	language	12	https://en.wikipedia.org/wiki/Ikwerre_language
Q35401	en	Jju	Niger–Congo language spoken in central Nigeria	Q34770	language	19	https://en.wikipedia.org/wiki/Jju_language
Q35403	en	Hyam	Niger-Congo language spoken in central Nigeria	Q34770	language	11	https://en.wikipedia.org/wiki/Hyam_language
Q35406	en	Ika	language	Q34770	language	13	https://en.wikipedia.org/wiki/Ika_language_(Nigeria)
Q35408	en	Ipulo	language	Q34770	language	6	https://en.wikipedia.org/wiki/Ipulo_language
Q3540922	en	Godwari	language	Q34770	language	5	https://en.wikipedia.org/wiki/Godwari_dialect
Q3540927	en	Joseph Mfonyam	language	Q34770	language	8	https://en.wikipedia.org/wiki/Iyo%CA%BCwujwa_Chorote
Q35412	en	Ahlon	language	Q34770	language	11	https://en.wikipedia.org/wiki/Ahlon_language
Q35414	en	Isoko	language of Nigeria	Q34770	language	12	https://en.wikipedia.org/wiki/Isoko_language
Q3541574	en	Tsimihety Malagasy	language	Q34770	language	3	
Q3541581	en	Coast Tsimshian	language	Q34770	language	7	https://en.wikipedia.org/wiki/Coast_Tsimshian_dialect
Q3541695	en	Jek	Northeast Caucasian language	Q34770	language	6	https://en.wikipedia.org/wiki/Jek_language
Q3541834	en	Tucano	language	Q34770	language	12	https://en.wikipedia.org/wiki/Tucano_language
Q3541935	en	Tugen	language	Q34770	language	7	https://en.wikipedia.org/wiki/Tugen_language
Q35420	en	Igede	language	Q34770	language	10	https://en.wikipedia.org/wiki/Igede_language
Q35420285	en	Balade	language	Q34770	language	0	
Q3542085	en	Tungag	language	Q34770	language	11	https://en.wikipedia.org/wiki/Tungag_language
Q3542117	en	Tunjung	language	Q34770	language	12	https://en.wikipedia.org/wiki/Tunjung_language
Q3542217	en	Tuparí	language	Q34770	language	5	https://en.wikipedia.org/wiki/Tupari_language
Q35423	en	Jarawa	language of Nigeria	Q34770	language	7	https://en.wikipedia.org/wiki/Jarawa_language_(Nigeria)
Q3542307	en	Turiwára	language	Q34770	language	6	https://en.wikipedia.org/wiki/Turiw%C3%A1ra_language
Q35426	en	Hanga	language spoken in Ghana	Q34770	language	11	https://en.wikipedia.org/wiki/Hanga_language
Q35428	en	Ivbiosakon	language	Q34770	language	9	https://en.wikipedia.org/wiki/Ivbiosakon_language
Q3543	en	Potenza	Italian comune	Q515	city	107	https://en.wikipedia.org/wiki/Potenza
Q35431	en	Suwu	Bantu language of Cameroon	Q34770	language	8	https://en.wikipedia.org/wiki/Suwu_language
Q3543151	en	Bombay Hindi	Hindustani dialect spoken in Mumbai	Q34770	language	10	https://en.wikipedia.org/wiki/Bombay_Hindi
Q35432	en	Helong	Timoric language spoken in Kupang, West Timor	Q34770	language	10	https://en.wikipedia.org/wiki/Helong_language
Q35434	en	Gyele	language of Equatorial Guinea and Cameroon	Q34770	language	4	
Q35435	en	Hanunó'o	language	Q34770	language	13	https://en.wikipedia.org/wiki/Hanunoo_language
Q35439	en	Gusilay	language	Q34770	language	9	https://en.wikipedia.org/wiki/Gusilay_language
Q35441	en	Kadaru	language of Sudan	Q34770	language	7	https://en.wikipedia.org/wiki/Kadaru_language
Q35443	en	Ineseño	extinct language of Native American tribes of Southern California	Q34770	language	8	https://en.wikipedia.org/wiki/Inese%C3%B1o_language
Q35446	en	Ginyanga	Guang language of Ghana	Q34770	language	10	https://en.wikipedia.org/wiki/Ginyanga_language
Q35447	en	Jukun Takum	language	Q34770	language	8	https://en.wikipedia.org/wiki/Jukun_Takum_language
Q35449	en	Ceve	language	Q34770	language	11	https://en.wikipedia.org/wiki/Iceve-Maci_language
Q3545044	en	Khün	Tai-kadai language spoken in Shan state, in West of Myanmar	Q34770	language	14	https://en.wikipedia.org/wiki/Kh%C3%BCn_language
Q35455	en	Bikol	group of languages of the Philippines	Q34770	language	39	https://en.wikipedia.org/wiki/Bikol_languages
Q35457	en	Akpes	language	Q34770	language	12	https://en.wikipedia.org/wiki/Akpes_language
Q35463	en	Ghotuo	Edoid language spoken in Nigeria	Q34770	language	20	https://en.wikipedia.org/wiki/Ghotuo_language
Q35467	en	Jwira-Pepesa	language	Q34770	language	9	https://en.wikipedia.org/wiki/Jwira%E2%80%93Pepesa_language
Q3547080	en	Ivatan	Batanic language spoken on the Batanes Islands by the Ivatan people	Q34770	language	17	https://en.wikipedia.org/wiki/Ivatan_language
Q35472	en	Ik	Kuliak language of Uganda	Q34770	language	14	https://en.wikipedia.org/wiki/Ik_language
Q35474	en	Gourmanchéma	language	Q34770	language	15	https://en.wikipedia.org/wiki/Gurmantche_language
Q35475	en	Kabiye	Eastern Gurunsi language primarily of northern Togo	Q34770	language	27	https://en.wikipedia.org/wiki/Kabiye_language
Q3547642	en	Ubir	language	Q34770	language	6	https://en.wikipedia.org/wiki/Ubir_language
Q35478	en	Idoma	language of Nigeria	Q34770	language	16	https://en.wikipedia.org/wiki/Idoma_language
Q35481	en	Kafa	language	Q34770	language	15	https://en.wikipedia.org/wiki/Kafa_language
Q3548186	en	Uma' Lung	language	Q34770	language	2	
Q35483	en	Izon	an Ijaw language	Q34770	language	17	https://en.wikipedia.org/wiki/Izon_language
Q35486	en	Humburi Senni	language	Q34770	language	6	https://en.wikipedia.org/wiki/Humburi_Senni_language
Q35490	en	Garifuna	member of the Arawakan language family, spoken in Central America, especially in Honduras, Guatemala, Belize, and Nicaragua, also within the USA	Q34770	language	31	https://en.wikipedia.org/wiki/Garifuna_language
Q35491	en	Inga	dialect of Kichwa spoken in the Colombian Putumayo region by the Inga people	Q34770	language	14	https://en.wikipedia.org/wiki/Inga_Kichwa
Q35492	en	Huallaga Quechua	language	Q34770	language	10	https://en.wikipedia.org/wiki/Huallaga_Quechua
Q35493	en	Almaty	largest city of Kazakhstan	Q515	city	153	https://en.wikipedia.org/wiki/Almaty
Q35497	en	Ancient Greek	forms of Greek used from around the 9th century BCE to the 6th century CE	Q34770	language	155	https://en.wikipedia.org/wiki/Ancient_Greek
Q35508	en	Bainouk-Gunyuño	language of Guinea-Bissau	Q34770	language	6	
Q3551	en	Rabat	capital city of Morocco	Q515	city	187	https://en.wikipedia.org/wiki/Rabat
Q35514	en	Huetar	extinct Chibchan language of Costa Rica	Q34770	language	8	https://en.wikipedia.org/wiki/Huetar_language
Q35519	en	Lambayeque Quechua	language spoken in Lambayeque, Peru	Q34770	language	9	https://en.wikipedia.org/wiki/Lambayeque_Quechua
Q3552042	en	Unua	Oceanian language	Q34770	language	6	https://en.wikipedia.org/wiki/Unua_language
Q35521	en	Kanembu	language	Q34770	language	20	https://en.wikipedia.org/wiki/Kanembu_language
Q35523	en	Heiban	language	Q34770	language	11	https://en.wikipedia.org/wiki/Heiban_language
Q35524	en	Yalunka	language	Q34770	language	15	https://en.wikipedia.org/wiki/Yalunka_language
Q35528	en	Ixil	language	Q34770	language	21	https://en.wikipedia.org/wiki/Ixil_language
Q35529	en	Karko	language of Sudan	Q34770	language	7	https://en.wikipedia.org/wiki/Karko_language_(Sudan)
Q35531	en	Huilliche	language	Q34770	language	20	https://en.wikipedia.org/wiki/Huilliche_language
Q3553248	en	Vaghua	language	Q34770	language	6	https://en.wikipedia.org/wiki/Vaghua_language
Q3553423	en	Dema	language	Q34770	language	9	https://en.wikipedia.org/wiki/Dema_language
Q3553459	en	Tawara	language	Q34770	language	6	https://en.wikipedia.org/wiki/Tawara_language
Q35536	en	Q’eqchi’	language	Q34770	language	26	https://en.wikipedia.org/wiki/Q%CA%BCeqchi%CA%BC_language
Q35537	en	Itza’	language	Q34770	language	21	https://en.wikipedia.org/wiki/Itza%CA%BC_language
Q35539	en	Ramarama	language	Q34770	language	8	https://en.wikipedia.org/wiki/Ramarama_language
Q3553981	en	Nambya	language	Q34770	language	12	https://en.wikipedia.org/wiki/Nambya_language
Q35541	en	Cameroon Pidgin	language variety spoken in Cameroon	Q34770	language	10	https://en.wikipedia.org/wiki/Cameroonian_Pidgin_English
Q35542	en	Kasanga	Kasanga language	Q34770	language	11	https://en.wikipedia.org/wiki/Kasanga_language
Q35543	en	Chaha	Gurage language of Ethiopia	Q34770	language	10	https://en.wikipedia.org/wiki/Chaha_language
Q3554582	en	Vangunu	language	Q34770	language	6	https://en.wikipedia.org/wiki/Vangunu_language
Q3554807	en	Varisi	language	Q34770	language	6	https://en.wikipedia.org/wiki/Varisi_language
Q35549	en	Kemak	language spoken in East Timor and Indonesia	Q34770	language	14	https://en.wikipedia.org/wiki/Kemak_language
Q35551	en	Q’anjob’al	language	Q34770	language	24	https://en.wikipedia.org/wiki/Q%CA%BCanjob%CA%BCal_language
Q35552	en	Kasem	language	Q34770	language	18	https://en.wikipedia.org/wiki/Kasena_language
Q35554	en	Kare	Mbum language of the Central African Republic	Q34770	language	8	https://en.wikipedia.org/wiki/Kare_language_(Adamawa)
Q35556	en	Kande	Bantu language of Gabon	Q34770	language	5	https://en.wikipedia.org/wiki/Kande_language
Q3555689	en	Vera'a	Oceanic language spoken in Vanuatu	Q34770	language	7	https://en.wikipedia.org/wiki/Vera%CA%BCa_language
Q35558	en	Jenjo	Taraba, Adamawa language of Nigeria	Q34770	language	11	https://en.wikipedia.org/wiki/Jen_language
Q35559	en	Kele	Bantu language spoken in Gabon	Q34770	language	7	https://en.wikipedia.org/wiki/Kele_language_(Gabon)
Q35561	en	Kamara	language	Q34770	language	8	https://en.wikipedia.org/wiki/Kamara_language
Q35562	en	Kemezung	language	Q34770	language	7	https://en.wikipedia.org/wiki/Kemezung_language
Q35564	en	Laalaa	Cangin language spoken in Senegal	Q34770	language	10	https://en.wikipedia.org/wiki/Laalaa_language
Q35566	en	Nzime	language	Q34770	language	9	https://en.wikipedia.org/wiki/Nzime_language
Q35567	en	Kwa’	Bamileke language of Cameroon	Q34770	language	7	https://en.wikipedia.org/wiki/Kwa%CA%BC_language
Q35568	en	Landoma	language	Q34770	language	9	https://en.wikipedia.org/wiki/Landoma_language
Q35573	en	Teenek	language	Q34770	language	21	https://en.wikipedia.org/wiki/Huastec_language
Q35575	en	Huichol	indigenous language of Mexico	Q34770	language	21	https://en.wikipedia.org/wiki/Huichol_language
Q35577	en	Huave	Language isolate native to the western Mexican state of Oaxaca	Q34770	language	20	https://en.wikipedia.org/wiki/Huave_language
Q35579	en	Kuwaa	language	Q34770	language	9	https://en.wikipedia.org/wiki/Kuwaa_language
Q35580	en	Kulung	Bantu language of Nigeria	Q34770	language	6	https://en.wikipedia.org/wiki/Kulung_language_(Jarawan)
Q35582	en	Kol	language spoken in Cameroon	Q34770	language	7	https://en.wikipedia.org/wiki/Kol_language_(Cameroon)
Q35584	en	Gbo	language	Q34770	language	10	https://en.wikipedia.org/wiki/Gbo_language
Q3558409	en	Vili	language	Q34770	language	8	https://en.wikipedia.org/wiki/Vili_language
Q35585	en	Lelemi	language	Q34770	language	12	https://en.wikipedia.org/wiki/Lelemi_language
Q35586	en	Krobu	language	Q34770	language	10	https://en.wikipedia.org/wiki/Krobu_language
Q35588	en	Yaka	language	Q34770	language	11	https://en.wikipedia.org/wiki/Yaka_language_(Congo%E2%80%93Angola)
Q35590	en	Humono	language spoken by the Bahumono people	Q34770	language	8	https://en.wikipedia.org/wiki/Humono_language
Q35593	en	Tikurmi	Kainji language of Nigeria	Q34770	language	8	https://en.wikipedia.org/wiki/Kurama_language
Q35595	en	Kuya	language	Q34770	language	9	https://en.wikipedia.org/wiki/Kuya_language
Q35596	en	Kamuku	language	Q34770	language	8	https://en.wikipedia.org/wiki/Cinda-Regi_language
Q35597	en	Kwala	language	Q34770	language	7	https://en.wikipedia.org/wiki/Kwala_language
Q35598	en	Kwanka	language	Q34770	language	8	https://en.wikipedia.org/wiki/Kwanka_language
Q35602	en	Hawaiian Pidgin	English-based creole spoken in Hawai'i	Q34770	language	21	https://en.wikipedia.org/wiki/Hawaiian_Pidgin
Q35607	en	Kota	language of Gabon	Q34770	language	7	https://en.wikipedia.org/wiki/Kota_language_(Gabon)
Q35609	en	Kobiana	Kobiana language	Q34770	language	12	https://en.wikipedia.org/wiki/Kobiana_language
Q3561	en	Algiers	capital city of Algeria	Q515	city	214	https://en.wikipedia.org/wiki/Algiers
Q35613	en	Northern Ndebele	language belonging to the Nguni group of Bantu languages, one of the official languages of Zimbabwe	Q34770	language	46	https://en.wikipedia.org/wiki/Northern_Ndebele_language
Q35614	en	Kiduruma	language of Kenya	Q34770	language	4	
Q35624	en	Kwakum	Bantu language of Cameroon	Q34770	language	7	https://en.wikipedia.org/wiki/Kwakum_language
Q35626	en	Korop	language of Nigeria	Q34770	language	7	https://en.wikipedia.org/wiki/Korop_language
Q35628	en	Kplang	Guang language of Ghana	Q34770	language	9	https://en.wikipedia.org/wiki/Kplang_language
Q3562943	en	Volnovakha	city in Donetsk Oblast, Ukraine	Q515	city	54	https://en.wikipedia.org/wiki/Volnovakha
Q35632	en	Koshin	language	Q34770	language	6	https://en.wikipedia.org/wiki/Koshin_language
Q35634	en	Koma	Savanna language	Q34770	language	7	https://en.wikipedia.org/wiki/Koma_language
Q35636	en	Konjo		Q34770	language	3	
Q3563857	en	Vurës	language	Q34770	language	11	https://en.wikipedia.org/wiki/Vur%C3%ABs_language
Q35641	en	Kwanja	language	Q34770	language	7	https://en.wikipedia.org/wiki/Kwanja_language
Q35643	en	Fa’	language	Q34770	language	7	https://en.wikipedia.org/wiki/Fa%CA%BC_language
Q35645	en	Kuteb	Jukunoid languages spoken in Nigeria nad Cameroon	Q34770	language	8	https://en.wikipedia.org/wiki/Kuteb_language
Q35646	en	Kuba	language	Q34770	language	5	https://en.wikipedia.org/wiki/Kuba_language
Q35649	en	Koyo	language	Q34770	language	4	https://en.wikipedia.org/wiki/Koyo_language_(Congo)
Q35650	en	Kenyang	language	Q34770	language	12	https://en.wikipedia.org/wiki/Kenyang_language
Q3565058	en	Waffa	language	Q34770	language	7	https://en.wikipedia.org/wiki/Waffa_language
Q35651	en	Kantosi	Gur language of Ghana	Q34770	language	9	https://en.wikipedia.org/wiki/Kantosi_language
Q3565122	en	Wahgi	Trans–New Guinea language	Q34770	language	9	https://en.wikipedia.org/wiki/Wahgi_language
Q35652	en	Lama	language	Q34770	language	9	https://en.wikipedia.org/wiki/Lama_language
Q3565284	en	Wala	language	Q34770	language	7	https://en.wikipedia.org/wiki/Langalanga_language
Q3565286	en	Havasupai–Hualapai	language	Q34770	language	2	https://en.wikipedia.org/wiki/Havasupai%E2%80%93Hualapai_language
Q35653	en	Bambukae	language	Q34770	language	10	https://en.wikipedia.org/wiki/Bambuka_language
